1 ; Max Aarons ; ENG ; DF ; Norwich City ; Premier League ; 22 ; 2000 ; 34 ; 32
1680 ; Andrés Martín ; ESP ; FWMF ; Rayo Vallecano ; La Liga ; 22 ; 1999 ; 7 ; 1
1681 ; Carlos Martín ; ESP ; DF ; Atlético Madrid ; La Liga ; 20 ; 2002 ; 1 ; 0
1682 ; Iván Martín ; ESP ; MF ; Alavés ; La Liga ; 23 ; 1999 ; 6 ; 2
1683 ; Jonas Martin ; FRA ; MF ; Rennes ; Ligue 1 ; 32 ; 1990 ; 29 ; 24
1684 ; Martinelli ; BRA ; FWMF ; Arsenal ; Premier League ; 20 ; 2001 ; 29 ; 21
1685 ; Lucas Martínez Quarta ; ARG ; DF ; Fiorentina ; Serie A ; 26 ; 1996 ; 20 ; 16
1686 ; Emiliano Martínez ; ARG ; GK ; Aston Villa ; Premier League ; 29 ; 1992 ; 36 ; 36
1687 ; Ińigo Martínez ; ESP ; DF ; Athletic Club ; La Liga ; 31 ; 1991 ; 27 ; 26
1688 ; Javi Martínez ; ESP ; MF ; Osasuna ; La Liga ; 22 ; 1999 ; 26 ; 9
1689 ; Josep Martinez ; ESP ; GK ; RB Leipzig ; Bundesliga ; 24 ; 1998 ; 1 ; 1
1690 ; Lautaro Martínez ; ARG ; FW ; Inter ; Serie A ; 24 ; 1997 ; 35 ; 28
1691 ; Pablo Martínez ; ESP ; MF ; Levante ; La Liga ; 24 ; 1998 ; 13 ; 7
1692 ; Gelson Martins ; POR ; FWMF ; Monaco ; Ligue 1 ; 27 ; 1995 ; 32 ; 24
1693 ; Adam Maruši? ; MNE ; DF ; Lazio ; Serie A ; 29 ; 1992 ; 33 ; 30
1694 ; Omar Mascarell ; ESP ; MF ; Elche ; La Liga ; 29 ; 1993 ; 32 ; 30
1695 ; Andrea Masiello ; ITA ; DF ; Genoa ; Serie A ; 36 ; 1986 ; 7 ; 6
1696 ; Adam Masina ; MAR ; DF ; Watford ; Premier League ; 28 ; 1994 ; 15 ; 13
1697 ; Erhan Mašovi? ; SRB ; DF ; Bochum ; Bundesliga ; 23 ; 1998 ; 20 ; 17
1698 ; Roberto Massimo ; GER ; DFFW ; Stuttgart ; Bundesliga ; 21 ; 2000 ; 19 ; 11
1699 ; Arthur Masuaku ; COD ; DFFW ; West Ham ; Premier League ; 28 ; 1993 ; 13 ; 6
1700 ; Jaime Mata ; ESP ; FW ; Getafe ; La Liga ; 33 ; 1988 ; 22 ; 4
1701 ; Juan Mata ; ESP ; MF ; Manchester Utd ; Premier League ; 34 ; 1988 ; 7 ; 2
1702 ; Pape Matar Sarr ; SEN ; MF ; Metz ; Ligue 1 ; 19 ; 2002 ; 33 ; 22
1703 ; Eliot Matazo ; BEL ; MF ; Monaco ; Ligue 1 ; 20 ; 2002 ; 18 ; 8
1704 ; Aleš Mat?j? ; CZE ; DF ; Venezia ; Serie A ; 25 ; 1996 ; 9 ; 9
1705 ; Jean-Philippe Mateta ; FRA ; FW ; Crystal Palace ; Premier League ; 24 ; 1997 ; 22 ; 13
1706 ; Nemanja Mati? ; SRB ; MF ; Manchester Utd ; Premier League ; 33 ; 1988 ; 23 ; 16
1707 ; Joël Matip ; CMR ; DF ; Liverpool ; Premier League ; 30 ; 1991 ; 31 ; 31
1708 ; Chrislain Matsima ; FRA ; DF ; Monaco ; Ligue 1 ; 20 ; 2002 ; 7 ; 1
1709 ; Azor Matusiwa ; NED ; MF ; Reims ; Ligue 1 ; 24 ; 1998 ; 29 ; 29
1710 ; Neal Maupay ; FRA ; FW ; Brighton ; Premier League ; 25 ; 1996 ; 32 ; 25
1711 ; Stephy Mavididi ; ENG ; FWMF ; Montpellier ; Ligue 1 ; 23 ; 1998 ; 30 ; 27
1712 ; Konstantinos Mavropanos ; GRE ; DF ; Stuttgart ; Bundesliga ; 24 ; 1997 ; 31 ; 31
1713 ; Eric Maxim Choupo-Moting ; CMR ; FWMF ; Bayern Munich ; Bundesliga ; 33 ; 1989 ; 20 ; 1
1714 ; Luís Maximiano ; POR ; GK ; Granada ; La Liga ; 23 ; 1999 ; 34 ; 34
1715 ; Borja Mayoral ; ESP ; FWDF ; Roma ; Serie A ; 25 ; 1997 ; 5 ; 1
1716 ; Borja Mayoral ; ESP ; FW ; Getafe ; La Liga ; 25 ; 1997 ; 18 ; 11
1717 ; Derek Mazou-Sacko ; FRA ; FWDF ; Troyes ; Ligue 1 ; 17 ; 2004 ; 2 ; 0
1718 ; Pasquale Mazzocchi ; ITA ; DF ; Salernitana ; Serie A ; 26 ; 1995 ; 15 ; 15
1719 ; Pasquale Mazzocchi ; ITA ; DF ; Venezia ; Serie A ; 26 ; 1995 ; 18 ; 15
1720 ; Kevin Mbabu ; SUI ; DF ; Wolfsburg ; Bundesliga ; 27 ; 1995 ; 24 ; 14
1721 ; Kylian Mbappé ; FRA ; FW ; Paris S-G ; Ligue 1 ; 23 ; 1998 ; 35 ; 34
1722 ; Ibrahima Mbaye ; SEN ; DF ; Bologna ; Serie A ; 27 ; 1994 ; 6 ; 1
1723 ; Amadou Mbengue ; SEN ; DFMF ; Metz ; Ligue 1 ; 20 ; 2002 ; 12 ; 5
1724 ; Bryan Mbeumo ; FRA ; FW ; Brentford ; Premier League ; 22 ; 1999 ; 35 ; 34
1725 ; Jason Mbock ; FRA ; FW ; Angers ; Ligue 1 ; 22 ; 1999 ; 1 ; 0
1726 ; Jordi Mboula ; ESP ; FW ; Mallorca ; La Liga ; 23 ; 1999 ; 11 ; 5
1727 ; Moustapha Mbow ; SEN ; DF ; Reims ; Ligue 1 ; 22 ; 2000 ; 1 ; 1
1728 ; Nathanael Mbuku ; FRA ; FWMF ; Reims ; Ligue 1 ; 20 ; 2002 ; 31 ; 18
1729 ; James McArthur ; SCO ; MF ; Crystal Palace ; Premier League ; 34 ; 1987 ; 21 ; 15
1730 ; James Mcatee ; ENG ; MFFW ; Manchester City ; Premier League ; 19 ; 2002 ; 2 ; 0
1731 ; Kasey McAteer ; ENG ; FW ; Leicester City ; Premier League ; 20 ; 2001 ; 1 ; 0
1732 ; Liam McCarron ; SCO ; FW ; Leeds United ; Premier League ; 21 ; 2001 ; 1 ; 0
1733 ; Alex McCarthy ; ENG ; GK ; Southampton ; Premier League ; 32 ; 1989 ; 17 ; 17
1734 ; John McGinn ; SCO ; MF ; Aston Villa ; Premier League ; 27 ; 1994 ; 35 ; 35
1735 ; Weston McKennie ; USA ; MF ; Juventus ; Serie A ; 23 ; 1998 ; 21 ; 15
1736 ; Stuart McKinstry ; SCO ; MF ; Leeds United ; Premier League ; 19 ; 2002 ; 1 ; 0
1737 ; Kenny McLean ; SCO ; MF ; Norwich City ; Premier League ; 30 ; 1992 ; 31 ; 29
1738 ; Dwight McNeil ; ENG ; MF ; Burnley ; Premier League ; 22 ; 1999 ; 38 ; 35
1739 ; Scott McTominay ; SCO ; MF ; Manchester Utd ; Premier League ; 25 ; 1996 ; 30 ; 28
1740 ; Gary Medel ; CHI ; DF ; Bologna ; Serie A ; 34 ; 1987 ; 33 ; 32
1741 ; Facundo Medina ; ARG ; DF ; Lens ; Ligue 1 ; 23 ; 1999 ; 31 ; 30
1742 ; Nathan de Medina ; BEL ; DF ; Arminia ; Bundesliga ; 24 ; 1997 ; 19 ; 7
1743 ; Ben Mee ; ENG ; DF ; Burnley ; Premier League ; 32 ; 1989 ; 21 ; 21
1744 ; Admir Mehmedi ; SUI ; MF ; Wolfsburg ; Bundesliga ; 31 ; 1991 ; 1 ; 0
1745 ; Hannibal Mejbri ; TUN ; FW ; Manchester Utd ; Premier League ; 19 ; 2003 ; 2 ; 1
1746 ; Farid El Melali ; ALG ; FW ; Angers ; Ligue 1 ; 24 ; 1997 ; 2 ; 0
1747 ; Filippo Melegoni ; ITA ; FWMF ; Genoa ; Serie A ; 23 ; 1999 ; 25 ; 10
1748 ; Óscar Melendo ; ESP ; MFFW ; Espanyol ; La Liga ; 24 ; 1997 ; 21 ; 14
1749 ; Gonzalo Melero ; ESP ; MF ; Levante ; La Liga ; 28 ; 1994 ; 29 ; 20
1750 ; Birger Meling ; NOR ; DF ; Rennes ; Ligue 1 ; 27 ; 1994 ; 31 ; 20
1751 ; Arthur Melo ; BRA ; MF ; Juventus ; Serie A ; 25 ; 1996 ; 20 ; 11
1752 ; Houboulang Mendes ; FRA ; DF ; Lorient ; Ligue 1 ; 24 ; 1998 ; 36 ; 36
1753 ; Nuno Mendes ; POR ; DF ; Paris S-G ; Ligue 1 ; 19 ; 2002 ; 27 ; 18
1754 ; Pedro Mendes ; POR ; DF ; Montpellier ; Ligue 1 ; 31 ; 1990 ; 1 ; 0
1755 ; Thiago Mendes ; BRA ; MFDF ; Lyon ; Ligue 1 ; 30 ; 1992 ; 29 ; 21
1756 ; Tomás Mendes ; ESP ; MF ; Alavés ; La Liga ; 17 ; 2004 ; 1 ; 0
1757 ; Brais Méndez ; ESP ; MF ; Celta Vigo ; La Liga ; 25 ; 1997 ; 37 ; 36
1758 ; Édgar Méndez ; ESP ; FWMF ; Alavés ; La Liga ; 32 ; 1990 ; 32 ; 17
1759 ; Arial Mendy ; SEN ; DFFW ; Clermont Foot ; Ligue 1 ; 27 ; 1994 ; 18 ; 9
1760 ; Batista Mendy ; FRA ; MFDF ; Angers ; Ligue 1 ; 22 ; 2000 ; 34 ; 27
1761 ; Benjamin Mendy ; FRA ; DF ; Manchester City ; Premier League ; 27 ; 1994 ; 1 ; 1
1762 ; Edouard Mendy ; SEN ; GK ; Chelsea ; Premier League ; 30 ; 1992 ; 34 ; 34
1763 ; Ferland Mendy ; FRA ; DF ; Real Madrid ; La Liga ; 26 ; 1995 ; 22 ; 20
1764 ; Nampalys Mendy ; SEN ; MF ; Leicester City ; Premier League ; 29 ; 1992 ; 14 ; 12
1765 ; Gideon Mensah ; GHA ; DF ; Bordeaux ; Ligue 1 ; 23 ; 1998 ; 23 ; 13
1766 ; Jorge Meré ; ESP ; DF ; Köln ; Bundesliga ; 25 ; 1997 ; 8 ; 5
1767 ; Alex Meret ; ITA ; GK ; Napoli ; Serie A ; 25 ; 1997 ; 7 ; 7
1768 ; Fran Mérida ; ESP ; MF ; Espanyol ; La Liga ; 32 ; 1990 ; 10 ; 3
1769 ; Mikel Merino ; ESP ; MF ; Real Sociedad ; La Liga ; 25 ; 1996 ; 34 ; 33
1770 ; Quentin Merlin ; FRA ; DF ; Nantes ; Ligue 1 ; 20 ; 2002 ; 28 ; 21
1771 ; Martín Merquelanz ; ESP ; FW ; Rayo Vallecano ; La Liga ; 26 ; 1995 ; 4 ; 3
1772 ; Yýldýrým Mert Çetin ; TUR ; DF ; Hellas Verona ; Serie A ; 25 ; 1997 ; 2 ; 0
1773 ; Dries Mertens ; BEL ; FWMF ; Napoli ; Serie A ; 35 ; 1987 ; 30 ; 16
1774 ; Illan Meslier ; FRA ; GK ; Leeds United ; Premier League ; 22 ; 2000 ; 38 ; 38
1775 ; Lionel Messi ; ARG ; FWMF ; Paris S-G ; Ligue 1 ; 34 ; 1987 ; 26 ; 24
1776 ; Junior Messias ; BRA ; FWMF ; Milan ; Serie A ; 31 ; 1991 ; 26 ; 14
1777 ; Thomas Meunier ; BEL ; DF ; Dortmund ; Bundesliga ; 30 ; 1991 ; 17 ; 17
1778 ; Mexer ; MOZ ; DF ; Bordeaux ; Ligue 1 ; 33 ; 1988 ; 16 ; 14
1779 ; Marco Meyerhöfer ; GER ; DF ; Greuther Fürth ; Bundesliga ; 26 ; 1995 ; 26 ; 25
1780 ; Matt Miazga ; USA ; DF ; Alavés ; La Liga ; 26 ; 1995 ; 11 ; 9
1781 ; Kingsley Michael ; NGA ; MF ; Bologna ; Serie A ; 22 ; 1999 ; 2 ; 1
1782 ; Sven Michel ; GER ; FW ; Union Berlin ; Bundesliga ; 31 ; 1990 ; 13 ; 2
1783 ; Edouard Michut ; FRA ; MF ; Paris S-G ; Ligue 1 ; 19 ; 2003 ; 5 ; 0
1784 ; Miguel ; ESP ; FWMF ; Alavés ; La Liga ; 22 ; 1999 ; 22 ; 10
1785 ; Valentin Mihaila ; ROU ; FWMF ; Atalanta ; Serie A ; 22 ; 2000 ; 5 ; 0
1786 ; Mikael ; BRA ; FWMF ; Salernitana ; Serie A ; 23 ; 1999 ; 7 ; 0
1787 ; Hilmir Mikaelsson ; ISL ; FW ; Venezia ; Serie A ; 18 ; 2004 ; 1 ; 0
1788 ; Georges Mikautadze ; GEO ; FW ; Metz ; Ligue 1 ; 21 ; 2000 ; 1 ; 0
1789 ; William Mikelbrencis ; FRA ; DF ; Metz ; Ligue 1 ; 18 ; 2004 ; 9 ; 8
1790 ; Nikola Milenkovi? ; SRB ; DF ; Fiorentina ; Serie A ; 24 ; 1997 ; 34 ; 34
1791 ; Arkadiusz Milik ; POL ; FW ; Marseille ; Ligue 1 ; 28 ; 1994 ; 23 ; 15
1792 ; Sergej Milinkovi?-Savi? ; SRB ; MF ; Lazio ; Serie A ; 27 ; 1995 ; 37 ; 36
1793 ; Vanja Milinkovi?-Savi? ; SRB ; GK ; Torino ; Serie A ; 25 ; 1997 ; 27 ; 27
1794 ; Éder Milităo ; BRA ; DF ; Real Madrid ; La Liga ; 24 ; 1998 ; 34 ; 34
1795 ; Luka Milivojevi? ; SRB ; MF ; Crystal Palace ; Premier League ; 31 ; 1991 ; 15 ; 9
1796 ; Luis Milla ; ESP ; MF ; Granada ; La Liga ; 27 ; 1994 ; 33 ; 32
1797 ; Pere Milla ; ESP ; FWMF ; Elche ; La Liga ; 29 ; 1992 ; 32 ; 17
1798 ; Enzo Millot ; FRA ; MF ; Stuttgart ; Bundesliga ; 19 ; 2002 ; 6 ; 0
1799 ; James Milner ; ENG ; MFDF ; Liverpool ; Premier League ; 36 ; 1986 ; 24 ; 9
1800 ; Santi Mina ; ESP ; FW ; Celta Vigo ; La Liga ; 26 ; 1995 ; 33 ; 30
1801 ; Yerry Mina ; COL ; DF ; Everton ; Premier League ; 27 ; 1994 ; 13 ; 11
1802 ; Takumi Minamino ; JPN ; FWMF ; Liverpool ; Premier League ; 27 ; 1995 ; 11 ; 1
1803 ; Tyrone Mings ; ENG ; DF ; Aston Villa ; Premier League ; 29 ; 1993 ; 36 ; 35
1804 ; Óscar Mingueza ; ESP ; DF ; Barcelona ; La Liga ; 23 ; 1999 ; 19 ; 9
1805 ; Rafa Mir ; ESP ; FW ; Sevilla ; La Liga ; 24 ; 1997 ; 34 ; 18
1806 ; Jorge Miramón ; ESP ; DF ; Levante ; La Liga ; 32 ; 1989 ; 29 ; 22
1807 ; Aleksei Miranchuk ; RUS ; MFFW ; Atalanta ; Serie A ; 26 ; 1995 ; 19 ; 7
1808 ; Juan Miranda ; ESP ; DF ; Betis ; La Liga ; 22 ; 2000 ; 13 ; 9
1809 ; Fabio Miretti ; ITA ; MF ; Juventus ; Serie A ; 18 ; 2003 ; 6 ; 4
1810 ; Tyrick Mitchell ; ENG ; DF ; Crystal Palace ; Premier League ; 22 ; 1999 ; 36 ; 35
1811 ; Stefan Mitrovi? ; SRB ; DF ; Getafe ; La Liga ; 32 ; 1990 ; 32 ; 31
1812 ; Maximilian Mittelstädt ; GER ; DFFW ; Hertha BSC ; Bundesliga ; 25 ; 1997 ; 24 ; 16
1813 ; Henrikh Mkhitaryan ; ARM ; MFFW ; Roma ; Serie A ; 33 ; 1989 ; 31 ; 29
1814 ; Jakub Moder ; POL ; MFFW ; Brighton ; Premier League ; 23 ; 1999 ; 28 ; 19
1815 ; Anthony Modeste ; FRA ; FW ; Köln ; Bundesliga ; 34 ; 1988 ; 32 ; 31
1816 ; Marco Modolo ; ITA ; DF ; Venezia ; Serie A ; 33 ; 1989 ; 6 ; 4
1817 ; Luka Modri? ; CRO ; MF ; Real Madrid ; La Liga ; 36 ; 1985 ; 28 ; 25
1818 ; Terem Moffi ; NGA ; FW ; Lorient ; Ligue 1 ; 23 ; 1999 ; 37 ; 34
1819 ; Kevin Möhwald ; GER ; MF ; Union Berlin ; Bundesliga ; 28 ; 1993 ; 16 ; 3
1820 ; Dion Moise Sahi ; CIV ; FWMF ; Strasbourg ; Ligue 1 ; 20 ; 2001 ; 8 ; 0
1821 ; Johan Mojica ; COL ; DF ; Elche ; La Liga ; 29 ; 1992 ; 33 ; 32
1822 ; Clinton Mola ; ENG ; DF ; Stuttgart ; Bundesliga ; 21 ; 2001 ; 3 ; 1
1823 ; Jorge Molina ; ESP ; FW ; Granada ; La Liga ; 40 ; 1982 ; 35 ; 19
1824 ; Nahuel Molina ; ARG ; DF ; Udinese ; Serie A ; 24 ; 1997 ; 35 ; 31
1825 ; Cristian Molinaro ; ITA ; DF ; Venezia ; Serie A ; 38 ; 1983 ; 8 ; 6
1826 ; Florent Mollet ; FRA ; FWMF ; Montpellier ; Ligue 1 ; 30 ; 1991 ; 35 ; 32
1827 ; Jon Moncayola ; ESP ; MF ; Osasuna ; La Liga ; 24 ; 1998 ; 36 ; 33
1828 ; Monchu ; ESP ; MF ; Granada ; La Liga ; 22 ; 1999 ; 14 ; 7
1829 ; Thomas Monconduit ; FRA ; MF ; Lorient ; Ligue 1 ; 31 ; 1991 ; 34 ; 26
1830 ; Gonzalo Montiel ; ARG ; DF ; Sevilla ; La Liga ; 25 ; 1997 ; 18 ; 15
1831 ; Lorenzo Montipň ; ITA ; GK ; Hellas Verona ; Serie A ; 26 ; 1996 ; 34 ; 34
1832 ; Ángel Montoro ; ESP ; MF ; Granada ; La Liga ; 33 ; 1988 ; 24 ; 13
1833 ; Martín Montoya ; ESP ; DF ; Betis ; La Liga ; 31 ; 1991 ; 6 ; 6
1834 ; Wesley Moraes ; BRA ; FW ; Aston Villa ; Premier League ; 25 ; 1996 ; 1 ; 0
1835 ; Álvaro Morata ; ESP ; FW ; Juventus ; Serie A ; 29 ; 1992 ; 35 ; 26
1836 ; Jan Morávek ; CZE ; MF ; Augsburg ; Bundesliga ; 32 ; 1989 ; 17 ; 5
1837 ; Jon Morcillo ; ESP ; MF ; Athletic Club ; La Liga ; 23 ; 1998 ; 7 ; 0
1838 ; Jérémy Morel ; MAD ; DF ; Lorient ; Ligue 1 ; 38 ; 1984 ; 9 ; 6
1839 ; Alberto Moreno ; ESP ; MFDF ; Villarreal ; La Liga ; 29 ; 1992 ; 24 ; 13
1840 ; Álex Moreno ; ESP ; DF ; Betis ; La Liga ; 28 ; 1993 ; 30 ; 28
1841 ; Gerard Moreno ; ESP ; FW ; Villarreal ; La Liga ; 30 ; 1992 ; 17 ; 14
1842 ; Tete Morente ; ESP ; MFFW ; Elche ; La Liga ; 25 ; 1996 ; 32 ; 18
1843 ; Ilaix Moriba ; GUI ; MF ; RB Leipzig ; Bundesliga ; 19 ; 2003 ; 2 ; 0
1844 ; Ilaix Moriba ; GUI ; MF ; Valencia ; La Liga ; 19 ; 2003 ; 14 ; 9
1845 ; Manu Morlanes ; ESP ; MF ; Espanyol ; La Liga ; 23 ; 1999 ; 27 ; 11
1846 ; Raúl Moro ; ESP ; FW ; Lazio ; Serie A ; 19 ; 2002 ; 11 ; 1
1847 ; Loren Morón ; ESP ; FWMF ; Espanyol ; La Liga ; 28 ; 1993 ; 21 ; 4
1848 ; Loren Morón ; ESP ; FW ; Betis ; La Liga ; 28 ; 1993 ; 1 ; 0
1849 ; Tyler Morton ; ENG ; MF ; Liverpool ; Premier League ; 19 ; 2002 ; 2 ; 1
1850 ; Cristhian Mosquera ; COL ; DF ; Valencia ; La Liga ; 17 ; 2004 ; 6 ; 3
1851 ; Lebo Mothiba ; RSA ; FWMF ; Troyes ; Ligue 1 ; 26 ; 1996 ; 13 ; 5
1852 ; Lebo Mothiba ; RSA ; FW ; Strasbourg ; Ligue 1 ; 26 ; 1996 ; 1 ; 0
1853 ; Andrei Motoc ; ROU ; DF ; Salernitana ; Serie A ; 20 ; 2002 ; 1 ; 1
1854 ; Baptiste Mouazan ; FRA ; MF ; Lorient ; Ligue 1 ; 20 ; 2001 ; 3 ; 1
1855 ; Aimen Moueffek ; FRA ; MF ; Saint-Étienne ; Ligue 1 ; 21 ; 2001 ; 14 ; 4
1856 ; Youssoufa Moukoko ; GER ; FW ; Dortmund ; Bundesliga ; 17 ; 2004 ; 16 ; 1
1857 ; Harold Moukoudi ; CMR ; DF ; Saint-Étienne ; Ligue 1 ; 24 ; 1997 ; 24 ; 17
1858 ; Jessy Moulin ; FRA ; GK ; Troyes ; Ligue 1 ; 36 ; 1986 ; 7 ; 7
1859 ; Steve Mounié ; BEN ; FW ; Brest ; Ligue 1 ; 27 ; 1994 ; 35 ; 25
1860 ; Mason Mount ; ENG ; MFFW ; Chelsea ; Premier League ; 23 ; 1999 ; 32 ; 27
1861 ; Lucas Moura ; BRA ; FWMF ; Tottenham ; Premier League ; 29 ; 1992 ; 34 ; 19
1862 ; Lys Mousset ; FRA ; FWMF ; Salernitana ; Serie A ; 26 ; 1996 ; 6 ; 2
1863 ; Joăo Moutinho ; POR ; MF ; Wolves ; Premier League ; 35 ; 1986 ; 35 ; 34
1864 ; Samuel Moutoussamy ; COD ; MF ; Nantes ; Ligue 1 ; 25 ; 1996 ; 30 ; 16
1865 ; Toni Moya ; ESP ; MF ; Alavés ; La Liga ; 24 ; 1998 ; 28 ; 17
1866 ; Samuel Mráz ; SVK ; FW ; Spezia ; Serie A ; 25 ; 1997 ; 2 ; 0
1867 ; Nordi Mukiele ; FRA ; DF ; RB Leipzig ; Bundesliga ; 24 ; 1997 ; 28 ; 21
1868 ; Mert Müldür ; TUR ; DF ; Sassuolo ; Serie A ; 23 ; 1999 ; 31 ; 24
1869 ; Florian Müller ; GER ; GK ; Stuttgart ; Bundesliga ; 24 ; 1997 ; 30 ; 30
1870 ; Thomas Müller ; GER ; MF ; Bayern Munich ; Bundesliga ; 32 ; 1989 ; 32 ; 32
1871 ; Bali Mumba ; ENG ; DF ; Norwich City ; Premier League ; 20 ; 2001 ; 1 ; 0
1872 ; Marshall Munetsi ; ZIM ; MFDF ; Reims ; Ligue 1 ; 25 ; 1996 ; 24 ; 20
1873 ; Iker Muniain ; ESP ; MF ; Athletic Club ; La Liga ; 29 ; 1992 ; 35 ; 34
1874 ; Aihen Muńoz ; ESP ; DF ; Real Sociedad ; La Liga ; 24 ; 1997 ; 20 ; 15
1875 ; Luis Muriel ; COL ; FW ; Atalanta ; Serie A ; 31 ; 1991 ; 27 ; 17
1876 ; Jeison Murillo ; COL ; DF ; Celta Vigo ; La Liga ; 30 ; 1992 ; 19 ; 12
1877 ; Vedat Muriqi ; KVX ; FW ; Lazio ; Serie A ; 28 ; 1994 ; 11 ; 1
1878 ; Vedat Muriqi ; KVX ; FW ; Mallorca ; La Liga ; 28 ; 1994 ; 16 ; 16
1879 ; Jacob Murphy ; ENG ; FWDF ; Newcastle Utd ; Premier League ; 27 ; 1995 ; 33 ; 13
1880 ; Nicola Murru ; ITA ; DF ; Sampdoria ; Serie A ; 27 ; 1994 ; 22 ; 13
1881 ; Yunus Musah ; USA ; MFFW ; Valencia ; La Liga ; 19 ; 2002 ; 29 ; 13
1882 ; Torben Müsel ; GER ; MF ; M'Gladbach ; Bundesliga ; 22 ; 1999 ; 1 ; 0
1883 ; Jamal Musiala ; GER ; MFFW ; Bayern Munich ; Bundesliga ; 19 ; 2003 ; 30 ; 12
1884 ; Juan Musso ; ARG ; GK ; Atalanta ; Serie A ; 28 ; 1994 ; 33 ; 33
1885 ; Shkodran Mustafi ; GER ; DF ; Levante ; La Liga ; 30 ; 1992 ; 11 ; 8
1886 ; Junior Mwanga ; FRA ; DF ; Bordeaux ; Ligue 1 ; 19 ; 2003 ; 1 ; 1
1887 ; Enock Mwepu ; ZAM ; MFFW ; Brighton ; Premier League ; 24 ; 1998 ; 18 ; 12
1888 ; Vitaliy Mykolenko ; UKR ; DF ; Everton ; Premier League ; 23 ; 1999 ; 13 ; 12
1889 ; Joakim Mćhle ; DEN ; DF ; Atalanta ; Serie A ; 25 ; 1997 ; 26 ; 15
1890 ; Obite N'Dicka ; FRA ; DF ; Eint Frankfurt ; Bundesliga ; 22 ; 1999 ; 32 ; 32
1891 ; Kévin N'Doram ; FRA ; MF ; Metz ; Ligue 1 ; 26 ; 1996 ; 19 ; 16
1892 ; Eric N'Jo ; FRA ; DF ; Troyes ; Ligue 1 ; 17 ; 2004 ; 2 ; 0
1893 ; Vital N'Simba ; COD ; DF ; Clermont Foot ; Ligue 1 ; 28 ; 1993 ; 34 ; 31
1894 ; Nacho ; ESP ; DF ; Real Madrid ; La Liga ; 32 ; 1990 ; 28 ; 17
1895 ; Mickael Nade ; FRA ; DF ; Saint-Étienne ; Ligue 1 ; 23 ; 1999 ; 30 ; 29
1896 ; Marvelous Nakamba ; ZIM ; MF ; Aston Villa ; Premier League ; 28 ; 1994 ; 16 ; 10
1897 ; Nahitan Nández ; URU ; MFDF ; Cagliari ; Serie A ; 26 ; 1995 ; 21 ; 16
1898 ; Nani ; POR ; FWMF ; Venezia ; Serie A ; 35 ; 1986 ; 10 ; 3
1899 ; Paul Nardi ; FRA ; GK ; Lorient ; Ligue 1 ; 28 ; 1994 ; 22 ; 22
1900 ; Nikolas Nartey ; DEN ; MFDF ; Stuttgart ; Bundesliga ; 22 ; 2000 ; 8 ; 4
1901 ; Matija Nastasi? ; SRB ; DF ; Fiorentina ; Serie A ; 29 ; 1993 ; 5 ; 2
1902 ; Roberto Navarro ; ESP ; MFFW ; Real Sociedad ; La Liga ; 20 ; 2002 ; 6 ; 3
1903 ; Ximo Navarro ; ESP ; DF ; Alavés ; La Liga ; 32 ; 1990 ; 18 ; 16
1904 ; Jesús Navas ; ESP ; DF ; Sevilla ; La Liga ; 36 ; 1985 ; 25 ; 19
1905 ; Keylor Navas ; CRC ; GK ; Paris S-G ; Ligue 1 ; 35 ; 1986 ; 21 ; 21
1906 ; Papa Ndiaga Yade ; SEN ; DFMF ; Metz ; Ligue 1 ; 22 ; 2000 ; 18 ; 5
1907 ; Loum Ndiaye ; SEN ; MF ; Alavés ; La Liga ; 25 ; 1996 ; 32 ; 26
1908 ; Wilfred Ndidi ; NGA ; MFDF ; Leicester City ; Premier League ; 25 ; 1996 ; 19 ; 18
1909 ; Tanguy Ndombele ; FRA ; MF ; Tottenham ; Premier League ; 25 ; 1996 ; 9 ; 6
1910 ; Tanguy Ndombele ; FRA ; MF ; Lyon ; Ligue 1 ; 25 ; 1996 ; 11 ; 7
1911 ; Dan Ndoye ; SUI ; FWMF ; Nice ; Ligue 1 ; 21 ; 2000 ; 3 ; 2
1912 ; Paul Nebel ; GER ; MFFW ; Mainz 05 ; Bundesliga ; 19 ; 2002 ; 10 ; 2
1913 ; Álvaro Negredo ; ESP ; FW ; Cádiz ; La Liga ; 36 ; 1985 ; 34 ; 24
1914 ; Reiss Nelson ; ENG ; FW ; Arsenal ; Premier League ; 22 ; 1999 ; 1 ; 0
1915 ; David Nemeth ; AUT ; DF ; Mainz 05 ; Bundesliga ; 21 ; 2001 ; 6 ; 2
1916 ; Ilija Nestorovski ; MKD ; FW ; Udinese ; Serie A ; 32 ; 1990 ; 7 ; 1
1917 ; Neto ; BRA ; GK ; Barcelona ; La Liga ; 32 ; 1989 ; 3 ; 3
1918 ; Pedro Neto ; POR ; FWMF ; Wolves ; Premier League ; 22 ; 2000 ; 13 ; 5
1919 ; Luca Netz ; GER ; DF ; M'Gladbach ; Bundesliga ; 19 ; 2003 ; 24 ; 17
1920 ; Manuel Neuer ; GER ; GK ; Bayern Munich ; Bundesliga ; 36 ; 1986 ; 28 ; 28
1921 ; Florian Neuhaus ; GER ; MF ; M'Gladbach ; Bundesliga ; 25 ; 1997 ; 29 ; 24
1922 ; Carlos Neva ; ESP ; DF ; Granada ; La Liga ; 25 ; 1996 ; 26 ; 24
